dateTime_UTC,Wtemp_Inst,Flow_Inst,GH_Inst,SpecCond_Inst,DO_Inst,DO_percentsat,pH_Inst,nitrateNitrite,PAR,barom.pressure
2/1/2018 15:45,2.3,71.924672,1.636776,895,13.2,96,8.4,0.79,260.91,97.88935
2/1/2018 16:00,2.3,72.20784,1.639824,895,13.2,97,8.4,0.88,365.67,97.9335
2/1/2018 16:15,2.3,72.20784,1.639824,892,13.3,97,8.4,0.9,353.42,97.97438
2/1/2018 16:30,2.3,72.774176,1.642872,892,13.3,97,8.4,0.88,387.62,98.01198
2/1/2018 16:45,2.3,73.340512,1.64592,890,13.3,97,8.4,0.93,472.61,98.03324
2/1/2018 17:00,2.3,73.62368,1.648968,891,13.4,98,8.4,0.77,526.35,98.02016
2/1/2018 17:15,2.4,73.62368,1.648968,889,13.4,98,8.4,0.9,900.45,98.04141
2/1/2018 17:30,2.4,73.340512,1.64592,889,13.4,98,8.4,0.81,1338.29,98.05286
2/1/2018 17:45,2.5,73.62368,1.648968,885,13.4,98,8.4,0.88,1193.53,98.08229
2/1/2018 18:00,2.6,74.190016,1.652016,885,13.4,99,8.4,0.81,1245.79,98.05286
2/1/2018 18:15,2.6,73.62368,1.648968,884,13.4,99,8.4,0.84,996.59,98.05286
2/1/2018 18:30,2.6,74.473184,1.655064,884,13.4,99,8.4,0.88,956.81,98.05776
2/1/2018 18:45,2.7,74.473184,1.655064,881,13.4,100,8.4,0.81,1310.64,98.05286
2/1/2018 19:00,2.8,75.03952,1.658112,881,13.4,100,8.4,0.84,1178.2,98.0545
2/1/2018 19:15,2.9,75.605856,1.66116,882,13.5,100,8.4,0.81,1203.21,98.04305
2/1/2018 19:30,2.9,75.03952,1.658112,881,13.5,100,8.4,0.81,1176.62,98.0594
2/1/2018 19:45,3,75.605856,1.66116,879,13.5,100,8.4,0.79,1137.78,98.0545
2/1/2018 20:00,3,75.605856,1.66116,880,13.5,100,8.4,0.81,1097.55,98.05286
2/1/2018 20:15,3.1,75.605856,1.66116,880,13.5,100,8.4,0.79,1046.69,98.04305
2/1/2018 20:30,3.1,75.889024,1.664208,878,13.5,101,8.4,0.84,977.7,98.06267
2/1/2018 20:45,3.1,75.605856,1.66116,880,13.5,101,8.4,0.81,915.63,98.06267
2/1/2018 21:00,3.1,75.889024,1.664208,877,13.5,101,8.4,0.9,865.8,98.09046
2/1/2018 21:15,3.2,76.45536,1.667256,877,13.4,101,8.4,0.84,793.29,98.09046
2/1/2018 21:30,3.2,75.889024,1.664208,877,13.4,100,8.4,0.88,715.04,98.11172
2/1/2018 21:45,3.2,76.45536,1.667256,878,13.4,100,8.4,0.84,612.96,98.13298
2/1/2018 22:00,3.1,76.45536,1.667256,878,13.4,100,8.4,0.9,545.71,98.17058
2/1/2018 22:15,3.1,76.45536,1.667256,876,13.4,100,8.4,0.9,444.5,98.19838
2/1/2018 22:30,3.1,75.889024,1.664208,876,13.4,100,8.4,0.93,338.71,98.21146
2/1/2018 22:45,3,75.889024,1.664208,874,13.4,100,8.4,0.84,234.35,98.22945
2/1/2018 23:00,3,77.021696,1.670304,875,13.4,100,8.4,0.81,145.49,98.24907
2/1/2018 23:15,3,77.021696,1.670304,875,13.4,100,8.4,0.9,76.58,98.26868
2/1/2018 23:30,2.9,76.45536,1.667256,875,13.4,99,8.4,0.79,32.74,98.28831
2/1/2018 23:45,2.9,77.021696,1.670304,874,13.4,99,8.4,0.79,7.71,98.30792
2/2/2018 0:00,2.8,77.021696,1.670304,872,13.4,99,8.4,0.79,0.77,98.33735
2/2/2018 0:15,2.8,77.021696,1.670304,874,13.4,99,8.4,0.81,0.26,98.34717
2/2/2018 0:30,2.7,77.021696,1.670304,872,13.3,98,8.4,0.88,0.2,98.37659
2/2/2018 0:45,2.6,77.021696,1.670304,872,13.3,98,8.4,0.79,0.19,98.39622
2/2/2018 1:00,2.6,77.304864,1.673352,871,13.3,98,8.4,0.81,0.22,98.42565
2/2/2018 1:15,2.5,77.021696,1.670304,876,13.3,98,8.4,0.84,0.18,98.45507
2/2/2018 1:30,2.5,77.304864,1.673352,874,13.3,98,8.4,0.81,0.24,98.46489
2/2/2018 1:45,2.4,77.021696,1.670304,873,13.3,98,8.4,0.79,0.11,98.47143
2/2/2018 2:00,2.3,77.021696,1.670304,873,13.3,98,8.4,0.81,0.19,98.49431
2/2/2018 2:15,2.2,77.021696,1.670304,871,13.3,97,8.4,0.79,0.2,98.51393
2/2/2018 2:30,2.2,77.304864,1.673352,872,13.4,97,8.4,0.79,0.22,98.52374
2/2/2018 2:45,2.2,76.45536,1.667256,871,13.4,97,8.4,0.77,0.19,98.52374
2/2/2018 3:00,2.1,77.304864,1.673352,872,13.4,97,8.4,0.79,0.2,98.53355
2/2/2018 3:15,2,77.021696,1.670304,872,13.3,97,8.4,0.72,0.2,98.54337
2/2/2018 3:30,2,77.304864,1.673352,873,13.4,97,8.4,0.77,0.2,98.56298
2/2/2018 3:45,2,77.021696,1.670304,871,13.3,97,8.4,0.72,0.19,98.5826
2/2/2018 4:00,1.9,77.021696,1.670304,870,13.4,96,8.4,0.77,0.21,98.59241
2/2/2018 4:15,1.9,77.304864,1.673352,872,13.4,96,8.4,0.79,0.35,98.59241
2/2/2018 4:30,1.8,77.304864,1.673352,872,13.3,96,8.4,0.77,0.14,98.62184
2/2/2018 4:45,1.8,77.304864,1.673352,872,13.4,96,8.4,0.77,0.17,98.62184
2/2/2018 5:00,1.8,77.021696,1.670304,869,13.3,96,8.4,0.7,0.2,98.63165
2/2/2018 5:15,1.7,77.304864,1.673352,870,13.4,96,8.4,0.77,0.22,98.63165
2/2/2018 5:30,1.7,77.304864,1.673352,870,13.4,96,8.4,0.7,0.24,98.62184
2/2/2018 5:45,1.7,77.304864,1.673352,871,13.4,96,8.4,0.77,0.2,98.63165
2/2/2018 6:00,1.6,77.021696,1.670304,867,13.3,96,8.4,0.79,0.2,98.6578
2/2/2018 6:15,1.6,77.021696,1.670304,867,13.4,96,8.4,0.77,0.22,98.65126
2/2/2018 6:30,1.6,77.304864,1.673352,869,13.4,96,8.4,0.77,0.12,98.65126
2/2/2018 6:45,1.6,77.304864,1.673352,867,13.4,96,8.4,0.77,0.21,98.64146
2/2/2018 7:00,1.6,77.021696,1.670304,869,13.4,96,8.4,0.79,0.18,98.64473
2/2/2018 7:15,1.5,77.304864,1.673352,868,13.3,95,8.4,0.79,0.18,98.63165
2/2/2018 7:30,1.5,77.021696,1.670304,866,13.3,96,8.4,0.77,0.18,98.64146
2/2/2018 7:45,1.5,77.021696,1.670304,867,13.4,96,8.4,0.79,0.12,98.65126
2/2/2018 8:00,1.5,77.021696,1.670304,867,13.3,95,8.4,0.72,0.21,98.66762
2/2/2018 8:15,1.5,77.021696,1.670304,869,13.3,95,8.4,0.84,0.15,98.6905
2/2/2018 8:30,1.4,77.021696,1.670304,866,13.3,95,8.4,0.81,0.23,98.6905
2/2/2018 8:45,1.4,77.021696,1.670304,868,13.3,95,8.4,0.84,0.21,98.67089
2/2/2018 9:00,1.4,76.45536,1.667256,868,13.3,95,8.4,0.79,0.19,98.67089
2/2/2018 9:15,1.4,77.021696,1.670304,867,13.3,95,8.4,0.81,0.2,98.66107
2/2/2018 9:30,1.3,77.021696,1.670304,872,13.3,95,8.4,0.84,0.14,98.65126
2/2/2018 9:45,1.3,76.45536,1.667256,868,13.4,95,8.4,0.79,0.18,98.67089
2/2/2018 10:00,1.2,77.021696,1.670304,866,13.4,95,8.4,0.81,0.2,98.66107
2/2/2018 10:15,1.2,75.889024,1.664208,867,13.4,95,8.4,0.81,0.19,98.67089
2/2/2018 10:30,1.2,76.45536,1.667256,868,13.4,95,8.4,0.81,0.23,98.66107
2/2/2018 10:45,1.1,76.45536,1.667256,871,13.4,95,8.4,0.81,0.2,98.67089
2/2/2018 11:00,1.1,76.45536,1.667256,869,13.4,94,8.4,0.81,0.21,98.67089
2/2/2018 11:15,1,75.889024,1.664208,867,13.4,94,8.4,0.9,0.23,98.6807
2/2/2018 11:30,1,75.889024,1.664208,870,13.4,94,8.4,0.79,0.11,98.68397
2/2/2018 11:45,0.9,75.605856,1.66116,869,13.4,94,8.4,0.81,0.14,98.6807
2/2/2018 12:00,0.8,75.889024,1.664208,871,13.4,94,8.4,0.81,0.26,98.67089
2/2/2018 12:15,0.8,75.889024,1.664208,869,13.4,94,8.4,0.9,0.18,98.6905
2/2/2018 12:30,0.8,75.889024,1.664208,869,13.5,94,8.4,0.84,0.18,98.6905
2/2/2018 12:45,0.7,75.889024,1.664208,871,13.5,94,8.4,0.84,0.17,98.70195
2/2/2018 13:00,0.7,75.889024,1.664208,874,13.5,94,8.4,0.84,0.31,98.7183
2/2/2018 13:15,0.6,75.605856,1.66116,871,13.5,94,8.4,0.9,4.09,98.71012
2/2/2018 13:30,0.6,75.889024,1.664208,869,13.5,94,8.4,0.84,16.85,98.71503
2/2/2018 13:45,0.6,75.605856,1.66116,873,13.5,94,8.4,0.9,53.31,98.71994
2/2/2018 14:00,0.6,75.889024,1.664208,872,13.6,94,8.4,0.79,112.85,98.71994
2/2/2018 14:15,0.6,76.45536,1.667256,870,13.6,95,8.4,0.79,194.78,98.70031
2/2/2018 14:30,0.6,75.889024,1.664208,869,13.6,95,8.4,0.81,305.82,98.67089
2/2/2018 14:45,0.6,75.605856,1.66116,872,13.6,95,8.4,0.84,415.42,98.67089
2/2/2018 15:00,0.6,75.605856,1.66116,870,13.6,95,8.4,0.88,544.54,98.67089
2/2/2018 15:15,0.7,75.889024,1.664208,871,13.6,95,8.4,0.84,637.44,98.66107
2/2/2018 15:30,0.8,75.605856,1.66116,872,13.7,96,8.4,0.84,718.28,98.65944
2/2/2018 15:45,0.8,75.889024,1.664208,871,13.7,96,8.4,0.84,765.29,98.65126
2/2/2018 16:00,0.9,75.605856,1.66116,866,13.7,96,8.4,0.79,774.67,98.65126
2/2/2018 16:15,1,75.605856,1.66116,871,13.7,97,8.4,0.88,910.3,98.65126
2/2/2018 16:30,1.1,75.605856,1.66116,868,13.7,97,8.4,0.88,967.83,98.63165
2/2/2018 16:45,1.1,75.605856,1.66116,869,13.7,97,8.4,0.88,944.22,98.59241
2/2/2018 17:00,1.2,75.605856,1.66116,870,13.7,98,8.4,0.88,848.35,98.5499
2/2/2018 17:15,1.3,75.605856,1.66116,869,13.7,98,8.4,0.79,951.05,98.52374
2/2/2018 17:30,1.5,75.605856,1.66116,871,13.8,98,8.4,0.9,1115.5,98.52374
2/2/2018 17:45,1.6,75.03952,1.658112,870,13.8,99,8.4,0.81,1177.03,98.50413
2/2/2018 18:00,1.7,75.605856,1.66116,871,13.8,99,8.4,0.79,1198.1,98.4747
2/2/2018 18:15,1.8,75.03952,1.658112,871,13.7,99,8.4,0.88,1266.04,98.42565
2/2/2018 18:30,2,75.605856,1.66116,867,13.8,100,8.4,0.81,1198.82,98.37006
2/2/2018 18:45,2.1,75.889024,1.664208,870,13.7,100,8.4,0.88,1209.9,98.31937
2/2/2018 19:00,2.2,75.03952,1.658112,870,13.8,100,8.4,0.9,1227.13,98.28831
2/2/2018 19:15,2.4,75.605856,1.66116,867,13.8,101,8.4,0.84,1234.94,98.24089
2/2/2018 19:30,2.5,75.03952,1.658112,870,13.8,101,8.4,0.84,1200.85,98.20819
2/2/2018 19:45,2.6,74.473184,1.655064,870,13.7,101,8.4,0.84,1167.99,98.17222
2/2/2018 20:00,2.7,75.605856,1.66116,869,13.7,102,8.4,0.84,1125.45,98.13134
2/2/2018 20:15,2.7,74.473184,1.655064,868,13.7,102,8.4,0.88,1082.92,98.11172
2/2/2018 20:30,2.8,74.473184,1.655064,865,13.7,102,8.4,0.84,1019.36,98.08066
2/2/2018 20:45,2.9,74.473184,1.655064,865,13.7,102,8.4,0.88,594.58,98.08229
2/2/2018 21:00,2.9,74.473184,1.655064,866,13.7,102,8.4,0.88,885.62,98.05286
2/2/2018 21:15,3,74.473184,1.655064,871,13.7,102,8.4,0.84,810.88,98.00708
2/2/2018 21:30,3,74.473184,1.655064,866,13.7,102,8.4,0.84,731.41,97.98419
2/2/2018 21:45,3,75.03952,1.658112,865,13.7,102,8.4,0.88,645.05,97.94494
2/2/2018 22:00,3,75.03952,1.658112,866,13.7,102,8.4,0.81,566.22,97.92532
2/2/2018 22:15,3,74.473184,1.655064,867,13.6,102,8.4,0.88,461.85,97.91551
2/2/2018 22:30,3,74.473184,1.655064,863,13.6,102,8.4,0.84,411.13,97.873
2/2/2018 22:45,3,74.473184,1.655064,864,13.6,102,8.4,0.84,266.44,97.82721
2/2/2018 23:00,3,75.03952,1.658112,866,13.6,101,8.4,0.84,152.36,97.79778
2/2/2018 23:15,3,75.03952,1.658112,865,13.6,101,8.4,0.79,84.33,97.80759
2/2/2018 23:30,3,74.473184,1.655064,867,13.6,101,8.4,0.88,36.12,97.79614
2/2/2018 23:45,2.9,75.03952,1.658112,864,13.6,101,8.4,0.9,10.24,97.76835
2/3/2018 0:00,2.9,75.03952,1.658112,870,13.6,101,8.4,0.84,1.01,97.74872
2/3/2018 0:15,2.8,75.03952,1.658112,867,13.5,100,8.4,0.88,0.21,97.72092
2/3/2018 0:30,2.8,74.190016,1.652016,863,13.5,100,8.4,0.81,0.19,97.71929
2/3/2018 0:45,2.8,74.473184,1.655064,864,13.5,100,8.4,0.81,0.2,97.69967
2/3/2018 1:00,2.7,74.190016,1.652016,867,13.5,100,8.4,0.88,0.27,97.68004
2/3/2018 1:15,2.7,74.473184,1.655064,865,13.5,100,8.4,0.84,0.19,97.68004
2/3/2018 1:30,2.7,74.473184,1.655064,865,13.5,100,8.4,0.77,0.19,97.67023
2/3/2018 1:45,2.6,74.473184,1.655064,866,13.5,100,8.4,0.84,0.21,97.67023
2/3/2018 2:00,2.6,74.473184,1.655064,864,13.5,99,8.4,0.88,0.2,97.66042
2/3/2018 2:15,2.6,74.473184,1.655064,869,13.5,99,8.4,0.84,0.19,97.65061
2/3/2018 2:30,2.6,74.190016,1.652016,863,13.5,99,8.4,0.84,0.2,97.63426
2/3/2018 2:45,2.5,74.190016,1.652016,864,13.5,99,8.4,0.81,0.19,97.65061
2/3/2018 3:00,2.5,74.473184,1.655064,863,13.4,99,8.4,0.79,0.16,97.63099
2/3/2018 3:15,2.5,74.473184,1.655064,866,13.4,99,8.4,0.81,0.19,97.62118
2/3/2018 3:30,2.5,74.190016,1.652016,863,13.4,99,8.4,0.81,0.19,97.60155
2/3/2018 3:45,2.5,74.473184,1.655064,864,13.4,99,8.4,0.88,0.17,97.59174
2/3/2018 4:00,2.4,74.190016,1.652016,862,13.4,98,8.4,0.79,0.16,97.56231
2/3/2018 4:15,2.4,74.190016,1.652016,864,13.4,98,8.4,0.72,0.18,97.53614
2/3/2018 4:30,2.4,74.190016,1.652016,863,13.4,98,8.4,0.77,0.14,97.52306
2/3/2018 4:45,2.4,74.473184,1.655064,864,13.4,98,8.4,0.88,0.19,97.49363
2/3/2018 5:00,2.4,74.473184,1.655064,860,13.4,98,8.4,0.79,0.26,97.48382
2/3/2018 5:15,2.4,74.473184,1.655064,861,13.4,98,8.4,0.77,0.2,97.46582
2/3/2018 5:30,2.3,74.473184,1.655064,859,13.4,98,8.4,0.77,0.16,97.44457
2/3/2018 5:45,2.3,75.03952,1.658112,862,13.4,98,8.4,0.81,0.14,97.44293
2/3/2018 6:00,2.3,74.473184,1.655064,859,13.4,98,8.4,0.79,0.22,97.41023
2/3/2018 6:15,2.3,74.473184,1.655064,864,13.3,98,8.4,0.81,0.21,97.3857
2/3/2018 6:30,2.3,74.473184,1.655064,858,13.4,97,8.4,0.88,0.18,97.36607
2/3/2018 6:45,2.3,74.473184,1.655064,863,13.4,97,8.4,0.77,0.21,97.33991
2/3/2018 7:00,2.3,74.473184,1.655064,859,13.3,97,8.4,0.79,0.21,97.31702
2/3/2018 7:15,2.3,74.473184,1.655064,860,13.3,97,8.4,0.81,0.21,97.29084
2/3/2018 7:30,2.3,74.473184,1.655064,860,13.3,97,8.4,0.79,0.15,97.25814
2/3/2018 7:45,2.3,74.190016,1.652016,862,13.3,97,8.4,0.79,0.19,97.2287
2/3/2018 8:00,2.2,74.473184,1.655064,860,13.3,97,8.4,0.84,0.17,97.22052
2/3/2018 8:15,2.2,74.473184,1.655064,859,13.3,97,8.4,0.81,0.15,97.21889
2/3/2018 8:30,2.2,74.190016,1.652016,855,13.3,97,8.4,0.77,0.15,97.21398
2/3/2018 8:45,2.2,74.190016,1.652016,856,13.3,97,8.4,0.93,0.15,97.19927
2/3/2018 9:00,2.2,74.473184,1.655064,856,13.3,97,8.4,0.79,0.18,97.19927
2/3/2018 9:15,2.2,74.190016,1.652016,857,13.3,97,8.4,0.93,0.17,97.17964
2/3/2018 9:30,2.2,74.473184,1.655064,859,13.3,97,8.4,0.81,0.17,97.15184
2/3/2018 9:45,2.2,74.473184,1.655064,856,13.3,97,8.4,0.84,0.18,97.13058
2/3/2018 10:00,2.1,74.473184,1.655064,857,13.3,97,8.4,0.93,0.14,97.12077
2/3/2018 10:15,2.1,74.473184,1.655064,861,13.2,96,8.4,0.88,0.21,97.09133
2/3/2018 10:30,2.1,74.473184,1.655064,857,13.3,96,8.4,0.88,0.17,97.08152
2/3/2018 10:45,2,74.473184,1.655064,857,13.3,96,8.4,0.88,0.18,97.07171
2/3/2018 11:00,2,74.473184,1.655064,855,13.3,96,8.4,0.84,0.18,97.04227
2/3/2018 11:15,1.9,74.473184,1.655064,858,13.3,96,8.4,0.9,0.17,97.00302
2/3/2018 11:30,1.9,74.473184,1.655064,858,13.3,96,8.4,0.84,0.18,96.96377
2/3/2018 11:45,1.8,75.03952,1.658112,859,13.3,96,8.4,0.81,0.17,96.94414
2/3/2018 12:00,1.8,74.473184,1.655064,859,13.3,96,8.4,0.88,0.2,96.93269
2/3/2018 12:15,1.8,74.473184,1.655064,856,13.3,96,8.4,0.84,0.2,96.9425
2/3/2018 12:30,1.7,74.473184,1.655064,860,13.4,96,8.4,0.9,0.18,96.95395
2/3/2018 12:45,1.7,74.473184,1.655064,857,13.4,96,8.4,0.9,0.2,96.94414
2/3/2018 13:00,1.6,74.473184,1.655064,856,13.4,96,8.4,0.84,0.24,96.93596
2/3/2018 13:15,1.6,74.473184,1.655064,859,13.4,96,8.4,0.95,2.2,96.94087
2/3/2018 13:30,1.6,74.473184,1.655064,860,13.4,96,8.4,0.88,8.49,96.94414
2/3/2018 13:45,1.6,75.03952,1.658112,858,13.4,96,8.4,0.88,24.91,96.92942
2/3/2018 14:00,1.5,75.03952,1.658112,858,13.4,96,8.4,0.9,52.6,96.92452
2/3/2018 14:15,1.5,75.605856,1.66116,859,13.5,96,8.4,0.95,107.01,96.90162
2/3/2018 14:30,1.5,74.473184,1.655064,859,13.5,96,8.4,0.88,223.61,96.91143
2/3/2018 14:45,1.5,75.03952,1.658112,862,13.5,97,8.4,0.81,201.1,96.85583
2/3/2018 15:00,1.6,74.473184,1.655064,860,13.5,97,8.4,0.88,369.76,96.84601
2/3/2018 15:15,1.6,74.473184,1.655064,859,13.5,97,8.4,0.88,315.58,96.84601
2/3/2018 15:30,1.6,75.605856,1.66116,859,13.5,97,8.4,0.81,359.03,96.82639
2/3/2018 15:45,1.7,75.03952,1.658112,857,13.6,98,8.4,0.88,845.71,96.79368
2/3/2018 16:00,1.8,75.03952,1.658112,860,13.6,98,8.4,0.84,850.43,96.75933
2/3/2018 16:15,1.9,74.473184,1.655064,858,13.6,98,8.4,0.79,942.9,96.72825
2/3/2018 16:30,2,75.03952,1.658112,855,13.6,99,8.4,0.84,1131.06,96.69718
2/3/2018 16:45,2.1,75.03952,1.658112,857,13.6,99,8.4,0.79,1033.09,96.67919
2/3/2018 17:00,2.2,74.473184,1.655064,855,13.6,99,8.4,0.88,1076.29,96.63176
2/3/2018 17:15,2.4,75.605856,1.66116,856,13.6,100,8.4,0.81,1114.37,96.59741
2/3/2018 17:30,2.5,74.190016,1.652016,858,13.6,100,8.4,0.88,1148.16,96.57779
2/3/2018 17:45,2.6,75.03952,1.658112,853,13.6,100,8.4,0.81,1176.29,96.55161
2/3/2018 18:00,2.7,75.605856,1.66116,856,13.6,101,8.4,0.84,1199.56,96.49273
2/3/2018 18:15,2.9,75.03952,1.658112,854,13.6,101,8.4,0.84,1207.86,96.45021
2/3/2018 18:30,2.9,75.03952,1.658112,854,13.6,101,8.4,0.84,1336.07,96.38969
2/3/2018 18:45,3,75.03952,1.658112,852,13.6,102,8.4,0.81,1204.1,96.31445
2/3/2018 19:00,3.1,75.03952,1.658112,852,13.6,102,8.4,0.81,1142.45,96.24411
2/3/2018 19:15,3.2,75.605856,1.66116,854,13.6,102,8.4,0.84,1287.8,96.2572
2/3/2018 19:30,3.3,75.605856,1.66116,851,13.6,102,8.4,0.84,1150.2,96.24739
2/3/2018 19:45,3.4,75.03952,1.658112,852,13.6,102,8.4,0.79,771.39,96.2114
2/3/2018 20:00,3.5,75.605856,1.66116,851,13.6,102,8.4,0.81,1136.09,96.1607
2/3/2018 20:15,3.5,75.03952,1.658112,853,13.6,102,8.4,0.81,1039.39,96.1198
2/3/2018 20:30,3.6,75.605856,1.66116,852,13.5,103,8.4,0.79,623.7,96.08055
2/3/2018 20:45,3.7,75.03952,1.658112,853,13.5,103,8.4,0.79,567.33,96.06091
2/3/2018 21:00,3.7,75.889024,1.664208,850,13.5,103,8.4,0.79,711.87,96.03965
